Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Tailwheel	Remarks
"05/02/05"	"PA24-250"	"N6168P"	"F46-FWS-F46"	1.5	2	0	0.0	0.8	2	0.0	0.0	1.5	0.0	1.5	0.0	1.5	0.0		"INSTRUMENT INSTRUCTION - Rockwall to Ft. Worth Spinks to pick up manuals and back to Rockwall.  Vectors to the ILS."
"05/04/05"	"SA300"	"N30JG"	"F46-F46"	0.8	6	0	0.0	0.0	0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.0	0.8	"Local acro flight.  Loops and snap rolls.  Touch-n-goes."
"05/05/05"	"SA300"	"N30JG"	"F46-GYI-GLE-F46"	2.0	3	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	"Acro flight.  Flew to Grayson Cty than on to Gainsville, picked up Judy and home."
"05/06/05"	"SA300"	"N30JG"	"F46-F46"	1.0	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	"Acro with Paul S. Loops, rolls, cuban 8's, spins (left and right) split-s"
"05/06/05"	"SA300"	"N30JG"	"F46-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	"Acro with David Engle.  Loops, Rolls, Split-S."
"05/06/05"	"SA300"	"N30JG"	"F46-F46"	0.6	5	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0	0.6	"Acro solo.  Hammerheads, Cuban 8's, Split S."
"05/07/05"	"SA300"	"N30JG"	"F46-SLR-F46"	1.0	6	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	"Breakfast flight to Sulphur Springs and back.  Practice grass landings."
"05/08/05"	"SA300"	"N30JG"	"F46-F46"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	"Acro with Brandon Allison.  Loops, rolls, Cuban 8's, hammerheads (puked after hammerheads)"
"05/08/05"	"SA300"	"N30JG"	"F46-F46"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.4	"Acro with Ronnie Allison.  Loops, rolls, Cuban 8's, HH."
"05/08/05"	"PA24-250"	"N6168P"	"F46-F46"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0		"Took the girls for evening flight around downtown DFW."
"05/09/05"	"PA24-250"	"N6168P"	"F46-T30"	2.3	1	0	0.0	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	0.0		"Cross country to McKinley/Pearsall, TX  (Pearsall Detention Center install)"
"05/10/05"	"PA24-250"	"N6168P"	"T30-F46"	2.0	1	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0		"Return flight from Pearsall, TX"
"05/11/05"	"SA300"	"N30JG"	"F46-F46"	1.0	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	"Acro with Greg Salard.  Rolls, Loops, Cuban 8, HH"
"05/14/05"	"PA24-250"	"N6168P"	"F46-2F8-F87-F46"	3.4	3	0	0.0	0.0	0	0.0	0.0	3.4	0.0	3.4	0.0	0.0	0.0		"Rockwall to Bastrop, LA to Farmerville, LA for EAA Flyin and back to Rockwall"
"05/15/05"	"PA24-250"	"N6168P"	"F46-MKC"	3.2	1	0	0.0	0.0	0	0.0	0.0	3.2	3.2	3.2	0.0	0.0	0.0		"Rockwall to KC Wheeler Downtown for AJA Conference"
"05/17/05"	"PA24-250"	"N6168P"	"MKC-PTS-DUA-F46"	3.8	3	0	0.0	0.0	0	0.0	0.0	3.8	3.8	3.8	0.0	0.0	0.0		"Wheeler Downtown to Pittsburgh, KS to Durant, OK (fuel) and home to Rockwall."
"05/19/05"	"SA300"	"N30JG"	"F46-F46"	0.4	3	0	0.0	0.0	0	0.0	0.0	0.0	0.4	0.4	0.0	0.0	0.0	0.4	"Short flight after oil change."
"05/20/05"	"SA300"	"N30JG"	"F46-T31-F46"	0.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.0	0.8	"Flight from Rockwall to Aero Country for instruction and back."
"05/20/05"	"SA300"	"N30JG"	"T31-T31"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	"Acro Instruction (Bob Sherill).  Rolls, Loops."
"05/20/05"	"PA24-250"	"N6168P"	"F46-F44-IER"	1.7	2	0	0.0	0.0	0	0.0	0.0	1.7	0.0	1.7	0.0	0.0	0.0		"Rockwall to Athens, TX (pick up Charles and groomsmen) and on to Natchitoches for wedding."
"05/22/05"	"PA24-250"	"N6168P"	"IER-T31-F46"	1.7	2	0	0.0	0.0	0	0.0	0.0	1.7	0.0	1.7	0.0	0.0	0.0		"Return from Natchitoches after wedding.  Drop Beau off in Athens and return to Rockwall."
"05/23/05"	"PA24-250"	"N6168P"	"F46-50R"	1.5	1	0	0.0	0.0	0	0.0	0.0	1.5	1.5	1.5	0.0	0.0	0.0		"Rockwall to Lockhard (Caldwell County data import)"
"05/23/05"	"PA24-250"	"N6168P"	"50R-SSF"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.5	0.5	0.5	0.0	0.0	0.0		"Lockhart, TX to San Antonio Stinson Field"
"05/25/05"	"PA24-250"	"N6168P"	"SSF-50R"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.5	0.5	0.5	0.0	0.0	0.0		"San Antonio Stinson to Lockhart, TX"
"05/25/05"	"PA24-250"	"N6168P"	"50R-F46"	1.5	1	0	0.0	0.0	0	0.0	0.0	1.5	1.5	1.5	0.0	0.0	0.0		"Lockhart, TX to Rockwall"
"05/26/05"	"PA24-250"	"N6168P"	"F46-1K4-F46"	2.2	2	0	0.0	0.0	0	0.0	0.0	2.2	0.0	2.2	0.0	0.0	0.0		"Rockwall to Perry Airpark, OK to pick up Kendall and return home."
"05/28/05"	"PA24-250"	"N6168P"	"F46-DTO-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		"Quick run to Denton to take Natalie home."
"05/31/05"	"PA24-250"	"N6168P"	"F46-SJT"	1.7	0	1	0.0	0.0	0	0.0	1.0	1.7	1.7	1.7	0.0	0.0	0.0		"Rockwall to San Angelo - Mather Field"
"06/01/05"	"PA24-250"	"N6168P"	"SJT-FWS-F46"	2.1	2	0	0.0	0.0	0	0.0	0.0	2.1	2.1	2.1	0.0	0.0	0.0		"San Angelo to Ft. Worth Spinks to Rockwall"
"06/01/05"	"SA300"	"N30JG"	"F46-F00-DUA-F46"	2.8	6	0	0.0	0.0	0	0.0	0.0	2.8	2.8	2.8	0.0	0.0	0.0	2.8	"Sightseeing flight around area.  Stop in Bonham, Durant, over McGeehees and back to Rockwall."
"06/06/05"	"PA24-250"	"N6168P"	"F46-1F0-F46"	1.5	2	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0		"Rockwall to Ardmore Muni (Carter County Install) and back to Rockwall"
"06/06/05"	"SA300"	"N30JG"	"F46-7F5-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	"Rockwall to Canton and back (Jerry Trollinger PPC student)"
"06/07/05"	"SA300"	"N30JG"	"F46-7F5-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	"Rockwall to Canton and back (Jerry Trollinger PPC student)"
"06/08/05"	"SA300"	"N30JG"	"F46-7F5-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	"Rockwall to Canton and back (PPC Instruction - Jerry Trollinger)"
"06/09/05"	"PA24-250"	"N6168P"	"F46-1F0-F46"	1.5	2	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0		"Rockwall to Ardmore Muni and back to Rockwall (Carter County install)"
"06/10/05"	"SA300"	"N30JG"	"F46-SLR-GLE-F46"	1.5	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	1.5	"Rockwall to Sulphur Springs (bkfast) to Greenville EAA Flyin and back to Rockwall."
"06/11/05"	"SA300"	"N30JG"	"F46-7F5-T48-F46"	1.1	3	0	0.0	0.0	0	0.0	0.0	0.0	1.1	1.1	0.0	0.0	0.0	1.1	"Rockwall to Canton (PPC instruct), TnG at Phillips and back to Rockwall."
"06/12/05"	"PA24-250"	"N6168P"	"F46-SEP-F41-F46"	2.0	3	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0		"Rockwall to Stephenville (lunch at Hard 8) to Ennis and back to Rockwall."
"06/13/05"	"SA300"	"N30JG"	"F46-50R-F46"	4.0	2	0	0.0	0.0	0	0.0	0.0	4.0	4.0	4.0	0.0	0.0	0.0	4.0	"Rockwall to Lockhart (software import Caldwell County) and back to Rockwall."
"06/14/05"	"SA300"	"N30JG"	"F46-F46"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.6	"Local Acro flight with Bobby Gambrell.  Loops, Spins, Rolls."
"06/15/05"	"PA24-250"	"N6168P"	"F46-T30-F46"	4.0	2	0	0.0	0.0	0	0.0	0.0	4.0	4.0	4.0	0.0	0.0	0.0		"Rockwall to Pearsall County and back (Pearsall Install for CSC)"
"06/16/05"	"PA24-250"	"N6168P"	"F46-3F3-F46"	2.2	2	0	0.0	0.0	0	0.0	0.0	2.2	2.2	2.2	0.0	0.0	0.0		"Rockwall to Mansfield, LA for meeting with Desoto County SO  and back."
"06/20/05"	"SA300"	"N30JG"	"F46-T31-SWI-T31-F46"	1.6	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0	1.6	"Acro instruction with Bob Sherill.  Meet at Aero Country, fuel in Sherman.  Loops, Spins, Rolls"
"06/20/05"	"PA24-250"	"N6168P"	"F46-7F5-F46"	0.6	2	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0		"Rockwall to  Canton and back.  PPC instruction for Jerry Trollinger"
"06/21/05"	"PA24-250"	"N6168P"	"F46-7F5-F46"	0.6	2	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0		"Rockwall to Canton and back.  Jerry Trollinger PPC instruction."
"06/21/05"	"SA300"	"N30JG"	"F46-T48-F46"	0.6	4	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0	0.6	"Acro Practice in Starduster.  1 landing at PFR."
"06/22/05"	"PA24-250"	"N6168P"	"F46-7F5-F46"	0.6	2	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0		"Rockwall to Canton and Back.  Jerry Trollinger PPC student flight."
"06/22/05"	"PA24-250"	"N6168P"	"F46-GLE-DTO-F46"	1.2	2	1	0.0	0.0	0	0.0	0.4	1.2	0.0	1.2	0.0	0.0	0.0		"Rockwall to Gainesville to Denton (pick up grandkids).  Night return to Rockwall."
"06/24/05"	"PA24-250"	"N6168P"	"F46-7F5-F46"	0.6	2	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0		"Rockwall to Canton and back."
"06/25/05"	"PA24-250"	"N6168P"	"F46-CVK-SIV"	4.4	2	0	0.0	0.0	0	0.0	0.0	4.4	0.0	4.4	0.0	0.0	0.0		"Rockwall to Sharp County, AR (fuel) and on to Sullivan, IN"
"06/26/05"	"PA24-250"	"N6168P"	"SIV-SIV"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Local flight with Judy's Uncle and Aunt."
"06/26/05"	"PA24-250"	"N6168P"	"SIV-LOU"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.8	0.8	0.8	0.0	0.0	0.0		"Sullivan, IN to Louisville, KY for Nat'l Sheriff's Conference"
"06/26/05"	"PA24-250"	"N6168P"	"LOU-SIV-LOU"	1.5	2	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0		"Return to Sullivan to pick up Judy and back to Louisville Bowman Field."
"06/28/05"	"PA24-250"	"N6168P"	"LOU-SIV-BPK-DTO-F46"	5.7	2	2	0.0	0.0	0	0.0	2.0	5.7	0.0	5.7	0.0	0.0	0.0		"Louisville Bowman to Sulllivan to Mountain Home, AR (fuel) to Denton to Rockwall."
"06/29/05"	"PA24-250"	"N6168P"	"F46-DTN-F46"	2.2	1	1	0.0	0.0	0	0.0	1.1	2.2	0.0	2.2	0.0	0.0	0.0		"Afternoon flight to Shreveport Downtown to bring CD to Lowell and attend Greg's graduation dinner."
"07/06/05"	"SA300"	"N30JG"	"F46-7F5-F46"	0.8	1	1	0.0	0.0	0	0.0	0.4	0.0	0.8	0.8	0.0	0.0	0.0	0.8	"Canton Flight - Jerry Trollinger PPC instruction"
"07/07/05"	"PA24-250"	"N6168P"	"F46-7F5-F46"	0.6	2	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0		"Morning flight to Canton - Jerry Trollinger instruction"
"07/13/05"	"SA300"	"N30JG"	"F46-T48-F46"	1.2	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	1.2	"Acro Practice.  Picked up Jim Phillips at PFR (T48) to ride along."
"07/18/05"	"PA24-250"	"N6168P"	"F46-SGR-F46"	3.0	1	1	0.0	0.0	0	0.0	0.5	3.0	3.0	3.0	0.0	0.0	0.0		"Day VFR to Sugarland, TX for the Tex. Sheriff's Show"
"07/19/05"	"SA300"	"N30JG"	"F46-16XS-F46"	1.5	3	0	0.0	0.0	0	0.0	0.0	1.5	1.5	1.5	0.0	0.0	0.0	1.5	"Day flight to Propwash Airport to look at hanger home."
"07/20/05"	"SA300"	"N30JG"	"F46-F46"	0.4	3	0	0.0	0.0	0	0.0	0.0	0.0	0.4	0.4	0.0	0.0	0.0	0.4	"Local flight"
"07/20/05"	"PA24-250"	"N6168P"	"F46-TRL-F46"	1.2	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0		"Local flight."
"07/23/05"	"SA300"	"N30JG"	"F46-7F5-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	"Morning flight to Canton and back."
"07/24/05"	"PA24-250"	"N6168P"	"F46-F44-F46-F44-F46"	2.2	3	1	0.0	0.0	0	0.0	0.5	0.0	0.0	2.2	0.0	0.0	0.0		"Flight to Athens to pick up kids and return and evening return flight."
"07/25/05"	"PA24-250"	"N6168P"	"F46-MQB-OSH"	5.2	2	0	0.0	0.0	0	0.0	0.0	5.2	0.0	5.2	0.0	0.0	0.0		"Day VFR to Oshkosh for AirVenture 2005.  Fuel in McComb, IL."
"07/28/05"	"PA24-250"	"N6168P"	"OSH-MQB-SPF-F46"	5.5	1	3	0.0	0.0	0	0.0	4.3	5.5	0.0	5.5	0.0	0.0	0.0		"Oshkosh to McComb, IL to Springfield, MO to Rockwall."
"07/29/05"	"PA24-250"	"N6168P"	"F46-FTW-F46"	1.0	1	1	0.0	0.0	0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.0		"Ft. Worth Spinks and back - wedding rehearsal and dinner"
"07/30/05"	"PA24-250"	"N6168P"	"F46-FTW-F46"	1.0	1	1	0.0	0.0	0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.0		"Ft. Worth Spinks and back - wedding."
"08/02/05"	"PA24-250"	"N6168P"	"F46-7F5-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"Rockwall to Wills Point and back."
"08/03/05"	"SA300"	"N30JG"	"F46-7F5-F46"	1.0	3	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	"Wills Point and back."
"08/04/05"	"PA24-250"	"N6168P"	"F46-UTS"	1.1	0	1	0.0	0.0	0	0.0	0.6	1.1	1.1	1.1	0.0	0.0	0.0		"Rockwall to Huntsville, TX - Night landing"
"08/05/05"	"PA24-250"	"N6168P"	"UTS-F46"	1.1	1	0	0.0	0.0	0	0.0	0.0	1.1	1.1	1.1	0.0	0.0	0.0		"Return from Huntsville, TX to Rockwall"
"08/08/05"	"SA300"	"N30JG"	"F46-F46"	1.0	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	"Local flight with Ken Michael"
"08/10/05"	"SA300"	"N30JG"	"F46-F46"	0.7	3	0	0.0	0.0	0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0	0.7	"Local aerobatic practice."
"08/11/05"	"SA300"	"N30JG"	"F46-F46"	1.2	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	1.2	"Local flight with Ken Michael"
"08/12/05"	"SA300"	"N30JG"	"F46-F46"	1.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	1.8	"Local Aerobatic flight with Ken Michael"
"08/12/05"	"PA24-250"	"N6168P"	"F46-LNC-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Breakfast flight with Ken Michael"
"08/12/05"	"PA24-250"	"N6168P"	"F46-F44-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		"Flight to Athens, TX and back to pick up Kendall"
"08/14/05"	"PA24-250"	"N6168P"	"F46-F44-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		"Athens trip to bring Kendall back home."
"08/19/05"	"PA24-250"	"N6168P"	"F46-TKI-F46"	1.1	0	2	0.0	0.0	0	0.0	1.1	0.0	0.0	1.1	0.0	0.0	0.0		"Night sightseeing flight."
"08/20/05"	"SA300"	"N30JG"	"F46-T30-TKI-F46"	1.8	4	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	0.0	1.8	"Lunch flight to Cedar Mills.  Stop in McKinney."
"08/21/05"	"PA24-260"	"N344TX"	"F46-GNT-TPH-CCR"	10.0	3	0	0.0	0.0	0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0		"Cross country to Grants, NM, Tonopah, AZ and Buchannon Field, Concord, CA"
"08/23/05"	"PA24-260"	"N344TX"	"CCR-MJT-SEZ-F46"	9.7	3	0	0.0	0.0	0	0.0	0.0	9.7	0.0	9.7	0.0	0.0	0.0		"Return from Concord.  Fuel in Bakersfield/Shafter, Sedona, AZ."
"08/27/05"	"PA24-250"	"N6168P"	"F46-4F2-F46"	2.3	3	0	0.0	0.0	0	0.0	0.0	2.3	2.3	2.3	0.0	0.0	0.0		"Day flight to Carthage, TX and back."
"08/31/05"	"PA24-250"	"N6168P"	"F46-T31-F46"	1.7	0	3	0.0	0.0	0	0.0	1.7	0.0	0.0	1.7	0.0	0.0	0.0		"Night flight over downtown Dallas.  2 stops at Aero Country."
"09/01/05"	"PA24-250"	"N6168P"	"F46-GLE-DHT-DRO"	4.9	3	0	0.0	0.0	0	0.0	0.0	4.9	0.0	4.9	0.0	0.0	0.0		"Day flight to Durango, CO.  Stops in Gainesville, TX and Dalhart, TX."
"09/03/05"	"PA24-250"	"N6168P"	"DRO-DTO-F46"	4.7	2	0	0.0	0.0	0	0.0	0.0	4.7	4.7	4.7	0.0	0.0	0.0		"Return from Durango, CO.  Fuel stop in Denton, TX"
"09/04/05"	"PA24-250"	"N6168P"	"F46-T31-F41"	1.0	2	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		"Afternoon flight to Aero Country and then Lake Texoma State Park."
"09/05/05"	"PA24-250"	"N6168P"	"F41-3T0-T31-F46"	1.5	4	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0		"Texoma to Cedar Mills to Lake Murray to Aero Country to Rockwall."
"09/07/05"	"C172P"	"N6472K"	"F46-F46"	0.5	5	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"Local fight in 172.  Touch and goes."
"09/10/05"	"PA24-250"	"N6168P"	"F46-SWI-SLR-F46"	1.4	3	0	0.0	0.0	0	0.0	0.0	1.4	1.4	1.4	0.0	0.0	0.0		"Rockwall to Sherman to Sulphur Springs and back to Rockwall."
"09/11/05"	"SA300"	"N30JG"	"F46-F46"	0.8	5	0	0.0	0.0	0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.0	0.8	"Local flight.  Touch n goes."
"09/23/05"	"PA24-250"	"N6168P"	"F46-LNC-F41-F46"	1.0	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		"Breakfast with Matthew Graham at Lancaster.  Stop in Ennis on way back."
"10/03/05"	"SA300"	"N30JG"	"F46-F46"	0.7	7	0	0.0	0.0	0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0	0.7	"Checkout after changing Voltage Regulator - touch n goes."
"10/06/05"	"SA300"	"N30JG"	"F46-F46"	2.1	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.0	2.1	"Local aerobatic rides to clients from User Group Conference"
"10/16/05"	"C172P"	"N6472K"	"F46-T48-F46"	0.7	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0		"Local flight in newly painted 172.  Stopped at Phillips Flying Ranch."
"10/17/05"	"PA24-260"	"N344TX"	"F46-SWI-F46"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0		"Quick flight to Sherman with Jeff Honea in his 260"
"10/20/05"	"PA24-250"	"N6168P"	"F46-1F7-F46"	1.1	3	0	0.0	0.0	0	0.0	0.0	0.0	1.1	1.1	0.0	0.0	0.0		"Checkout flight after annual.  Touch-n-go at Airpark East."
"10/21/05"	"PA24-250"	"N6168P"	"F46-7TA7"	1.0	1	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		"Rockwall to Reklaw for flyin."
"10/22/05"	"PA24-250"	"N6168P"	"7TA7-F46"	1.0	1	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		"Return to Rockwall from Reklaw flyin."
"10/25/05"	"PA24-250"	"N6168P"	"F46-MEZ-F46"	2.5	1	1	0.0	0.0	0	0.0	1.0	2.5	0.0	2.5	0.0	0.0	0.0		"Mina, Arkansas to fly Ron up & pick up his 150 from paint shop - night return."
"10/26/05"	"PA24-250"	"N6168P"	"F46-OSA-DTN-OSA-F46"	2.5	2	2	0.0	0.0	0	0.0	1.3	2.5	0.0	2.5	0.0	0.0	0.0		"Rockwall to Mt. Pleasant to S'port Downtown.  Return to Mt. Pleasant and Rockwall."
"10/29/05"	"PA24-250"	"N6168P"	"F46-3T0-F46"	1.6	3	0	0.0	0.0	0	0.0	0.0	1.6	0.0	1.6	0.0	0.0	0.0		"Rockwall to Cedar Mills for breakfast."
"11/03/05"	"PA24-250"	"N6168P"	"F46-BAZ-F46"	3.5	1	1	0.0	0.0	0	0.0	1.7	3.5	0.0	3.5	0.0	0.0	0.0		"Rockwall to New Braunfels.  Night return."
"11/04/05"	"PA24-250"	"N6168P"	"F46-OSA"	0.7	0	1	0.0	0.0	0	0.0	0.3	0.7	0.7	0.7	0.0	0.0	0.0		"Rockwall to Mt. Pleasant."
"11/05/05"	"PA24-250"	"N6168P"	"OSA-F46-HQZ-F41-RPH-F41-F46"	3.9	6	0	0.0	0.0	0	0.0	0.0	3.9	0.0	3.9	0.0	0.0	0.0		"Mt. Pleasant, Rockwall, Mesquite, Ennis, Graham.  Return to Ennis and Rockwall - Dave Whitford along."
"11/06/05"	"PA24-250"	"N6168P"	"F46-3T0-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		"Cedar Mills for Breakfast with Kelly Cannon."
"11/07/05"	"PA24-250"	"N6168P"	"F46-BAZ-F46"	3.3	1	1	0.0	0.0	0	0.0	1.3	3.3	0.0	3.3	0.0	0.0	0.0		"Rockwall to New Braunfels to pick up Rachal Chancellor.  Night return."
"11/10/05"	"PA24-250"	"N6168P"	"F46-ADS-F46-ADS-F46"	1.3	2	2	0.0	0.0	0	0.0	0.7	0.0	0.0	1.3	0.0	0.0	0.0		"Rockwall to Addison for Raedene Rouse.  Back to Rocwall.  Brought her back to Addison at night."
"11/11/05"	"BE55"	"N823U"	"F46-LNC-F46"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0		"Multi time in Jeff's Baron.  Single Engine drill and 1 landing."
"11/12/05"	"PA24-250"	"N6168P"	"F46-TKI-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"McKinney for Sport Pilot Expo"
"11/12/05"	"PA24-250"	"N6168P"	"F46-3T0-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		"Cedar Mills with Rachal and Kimberly."
"11/12/05"	"PA24-250"	"N6168P"	"F46-OCH-F46"	2.1	1	1	0.0	0.0	0	0.0	1.1	2.1	0.0	2.1	0.0	0.0	0.0		"Flew Daniel to Nagogdoches to pick up his truck. Night return."
"11/13/05"	"SA300"	"N30JG"	"F46-T48-F46"	1.6	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	1.6	"Local aerobatic flight with Rachael C. and Kimberly.  Took Jim P. home to T48."
"11/16/05"	"PA24-250"	"N6168P"	"F46-52F"	1.0	1	1	0.0	0.0	0	0.0	0.6	0.0	0.0	1.0	0.0	0.0	0.0		"Rockwall to Northwest Regional.  Night joyride with M. Ramos"
"11/17/05"	"PA24-250"	"N6168P"	"52F-F46"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.4	0.4	0.0	0.0	0.0		"Return from Northwest Regional."
"11/18/05"	"SA300"	"N30JG"	"F46-F46"	0.7	4	0	0.0	0.0	0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0	0.7	"Local aerobatics practice flight."
"11/19/05"	"PA28-180"	"N32115"	"F41-F46"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Flew Tommy's Cherokee from Ennis back to Rockwall."
"11/19/05"	"SA300"	"N30JG"	"F46-F41-F46"	1.8	9	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	1.8	"Rockwall to Ennis - multiple Aero flights and back to Rockwall (DFWPilots flyin)"
"11/20/05"	"C150"	"N3472M"	"F46-F46"	1.2	10	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0		"Shortfield Landing contest in Ron Gilliland's 150"
"11/22/05"	"PA24-250"	"N6168P"	"F46-1F0-F46"	1.6	2	0	0.0	0.0	0	0.0	0.0	1.6	0.0	1.6	0.0	0.0	0.0		"Rockwall to Ardmore Downtown and back (Carter County visit)"
"11/24/05"	"PA24-250"	"N6168P"	"F46-IER-F46"	2.6	1	1	0.0	0.0	0	0.0	1.4	2.6	0.0	2.6	0.0	0.0	0.0		"Natchitoches for Thanksgiving and back (night return)"
