Date	Type	Plane	Route	Remarks	Flying	Approaches	Day Landings	Night Landings	Cross Country	Night	Actual Instrument	Simulated Instrument	Dual Given	Solo	Dual Received	PIC	Total						
10/26/2008	C-172	N7589D	KPSC - KPSC	"Mike Ilin: Intro to Area, Turns, Climbs, Descents"			1						0.6			0.6	0.6						
10/27/2008	PA28R-200	N56211	KPSC - KPSC	"Joe Sutherland: BFR, Steep Turns, SL FLT, Stalls, Lazy 8s, TaLs"			3						1.3			1.3	1.3						
10/30/2008	C-172	N738ST	KPSC - KPSC	Randy Mullen: Pattern Proc. TaLs			9						1.2			1.2	1.2						
10/31/2008	C-172	N738ST	KPSC - KPSC	"Randy Mullen: VOR Intro. Wind Shear Awareness, TaLs"			1						0.7			0.7	0.7						
11/1/2008	C-182	N1090M	KPSC - KPSC	Lance Stevens: Pattern Proc. TaLs			5						0.7			0.7	0.7						
11/3/2008	C-172	N426SK	KPSC - KPSC	"Ray Trevino: Steep Turns, SL FLT, Stalls, TaLs, Emergencies"			4						1.1			1.1	1.1						
11/3/2008	C-172	N426SK	KPSC - KPSC	Scenic FLT Around the Tri-Cities			1									0.5	0.5						
11/10/2008	C-172	N738ST	KPSC - KPSC	Randy Mullen: Pattern Proc. TaLs			7						1.0			1.0	1.0						
11/11/2008	C-172	N738ST	KPSC - KPSC	Randy Mullen: Pattern Proc. X-Wind TaLs			5						0.8			0.8	0.8						
11/17/2008	C-172	N426SK	KPSC - KPSC	"Ray Trevino: Short & Soft TaLs, Slips to Lndg"			7						1.0			1.0	1.0						
11/17/2008	C-172	N7589D	KPSC - KPSC	"Photo Survey FLT: Connell, Othello"			1									1.2	1.2						
11/21/2008	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
11/23/2008	C-172	N7589D	KPSC - KALW - KPSC	Gloria Sherfey: X-Country Proc. TaLs			4						1.4			1.4	1.4						
11/25/2008	C-172	N738ST	KPSC - KRLD - KPSC	"Zach Miller: A/C Check-Out, SL FLT, Night Proc. TaLs"				4		1.5			1.5			1.5	1.5						
11/28/2008	C-182	N1090M	KPSC - KPSC	Scenic FLT Around the Tri-Cities			1									0.8	0.8						
12/4/2008	C-172	N7589D	KPSC - KPSC	Photo Survey FLT; Lampson Crane			1									0.5	0.5						
12/4/2008	C-172	N7589D	KPSC - KPSC	Photo Survey FLT; Snake & Columbia River			1									0.4	0.4						
12/5/2008	C-172	N426SK	KPSC - KRLD - KPSC	"Ray Trevino: SL FLT, Steep Turns, Go-Around, TaLs"			3						1.6			1.6	1.6						
12/7/2008	PA34-200T	N7609C	KPSC - KPSC	"Commercial/MEI Manuevers: Steep Turns, Stalls, Vmc & Drag Demos, Normal/Short TaLs"			7								1.4	1.4	1.4						
12/8/2008	C-172	N426SK	KPSC - KRLD - KPSC	"Ray Trevino: Short & Soft TaLs, Uncontrolled Field Proc."			8						1.3			1.3	1.3						
12/9/2008	BE-90	N190EF	KPSC - S70 - KRNT - KPSC	"Charter FLT: Mario Segale, Pickup: Othello, Drop Off: Renton, Back to Pasco"			1	1	1.7	1.0	1.0					1.7	1.7						
12/10/2008	C-172	N2383Q	KPSC - KPSC	Intro FLT; Landings				1		0.6			0.6			0.6	0.6						
12/13/2008	PA34-200T	N7609C	KPSC - KPSC	"Steep Turns, Slow Flight, ILS 21R PSC, Short Field TaLs, Eng. Failure In FLT & TO"	H T	1	3				0.3				1.0	1.0	1.0						
12/17/2008	C-172	N426SK	KPSC - KPSC	"Mike Barnes: Pre-Flt, Turns, Climbs, Descents, SL FLT"			1						1.0			1.0	1.0						
1/3/2009	BE-90	N190EF	KPSC - KRNT - S70 - KPSC	"Charter FLT: Mario Segale, Pickup: Renton, Drop Off: Othello, Back to Pasco"			3		1.7		0.3					1.7	1.7						
1/4/2009	BE-20	N456PF	KPSC - KYKM - KTRM - KPSC	"Charter FLT: Arvid & Susan Monson, Pickup: Yakima, Drop Off: Thermal, CA, Back to Pasco"	H T	2	2	1	6.4	0.6	1.0					6.4	6.4						
1/9/2009	C-172	N738ST	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
1/10/2009	C-172	N426SK	KPSC - 1S5 - KPSC	"Gloria Sherfey: X-Country to Sunnyside, TaLs"			4						1.3			1.3	1.3						
1/10/2009	PA34-200T	N7609C	KPSC - KPSC	"MEI: All Manuevers, Steep Turns, Slow FLT, Stalls, Vmc/Drag Demos, Short & Norm. TaLs"			6								1.9	1.9	1.9						
1/11/2009	PA34-200T	N7609C	KPSC - KRLD - KPSC	"Steep Turns, Slow Flight, Short Field TaLs, Eng. Failures"			6								1.2	1.2	1.2						
1/13/2009	C-172	N738ST	KPSC - KPSC	"Photo Survey FLT; Battelle, Hanford"			1									0.5	0.5						
1/16/2009	BE-90	N190EF	KPSC - KBFI - KPSC	"Charter FLT: Mario Segale, Pickup: Boeing Field, Drop Off: Pasco"	H T	1	2		1.8		0.4					1.8	1.8						
1/24/2009	J3C-65	N6558H	KPSC - KPSC	"Normal 3Pt TaLs, Tailwheel Proc."			8								1.4		1.4						
1/25/2009	PA34-200T	N7609C	KPSC - KPSC	"MEI Checkride Prep: All Manuevers, & Emg. Gear Ext."			2								1.2	1.2	1.2						
1/25/2009	J3C-65	N6558H	KPSC - KPSC	"X-Wind 3Pt TaLs, Tailwheel Proc."			6								1.3		1.3						
1/26/2009	C-172	N7589D	KPSC - KPSC	Photo Survey FLT; Snake Dock Construction			1									0.4	0.4						
1/27/2009	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
1/30/2009	SR-22	N504LM	KPSC - KPSC	Kevin Heinen: 21R ILS @ PSC & 21R VOR @ PSC			1						1.6			1.6	1.6						
1/30/2009	PA34-200T	N7609C	KPSC - KPSC	Multi Engine Instructor Checkride Satisfactory	C		3									1.1	1.1						
1/30/2009	SR-22	N504LM	KPSC - KRLD - KPSC	"Kevin Heinen: LOC 19 @ RLD, VOR 30 @ PSC, GPS 30 @ PSC, ILS 21R @ PSC"			3						2.0			2.0	2.0						
1/31/2009	SR-22	N504LM	KPSC - KPSC	"Kevin Heinen: GPS 12 @ PSC, GPS 21R @ PSC, ILS 21R @ PSC, Partial Panel, Hold"			1						1.8			1.8	1.8						
1/31/2009	PA34-200T	N7609C	KPSC - KYKM - KPSC	"Justin Wolf: LOC BC 9 @ YKM, ILS 27 @ YKM, GPS 21R @ PSC"			2		1.8				1.8			1.8	1.8						
1/31/2009	SR-22	N504LM	KPSC - KALW - KPSC	"Kevin Heinen: ILS 20 @ ALW, GPS 20 @ ALW, GPS 30 @ PSC, VOR 21R @ PSC"			3				0.3		2.0			2.0	2.0						
2/1/2009	SR-22	N504LM	KPSC - KRLD - KPSC	"Kevin Heinen: GPS 19 @ RLD, GPS 26 @ RLD, GPS 12 @ PSC, GPS 3L @ PSC"			2						2.2			2.2	2.2						
2/2/2009	SR-22	N504LM	KPSC - KPDT - KPSC	"Kevin Heinen: ILS 25 @ PDT, VOR 7 @ PDT, Hold, ILS 21R @ PSC, GPS 21R @ PSC"			2						2.1			2.1	2.1						
2/4/2009	SR-22	N504LM	KPSC - KRLD - KPSC	"Kevin Heinen: LOC 19 @ RLD, GPS 26 @ RLD, ILS 21R @ PSC, VOR 21R @ PSC"			3						2.0			2.0	2.0						
2/5/2009	SR-22	N504LM	KPSC - KRLD - KPSC	"Kevin Heinen: LOC 19 @ RLD, GPS 19 @ RLD, GPS 30 @ PSC, VOR 30 @ PSC"			3						1.8			1.8	1.8						
2/8/2009	SR-22	N504LM	KPSC - KPSC	"Kevin Heinen: ILS 21R via Arc & Vectors @ PSC, GPS 30 @ PSC"	H T	3	1				0.8		1.4			1.4	1.4						
2/11/2009	C-172	N2383Q	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
2/12/2009	C-172	N426SK	KPSC - KRLD - KPSC	"Night Currency, Scenic Flight"				7		1.3				1.3		1.3	1.3						
2/13/2009	C-172	N738ST	KPSC - S98 - KPSC	"Gloria Sherfey: SL FLT, Steep Turns, TaLs"			7						1.3			1.3	1.3						
2/14/2009	C-172	N7589D	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
2/14/2009	C-182	N1090M	KPSC - KPSC	"Craig Cooper: HP Proc. SL FLT, Stalls, Steep Turns, TaLs"			4						1.3			1.3	1.3						
2/17/2009	C-172	N7589D	KPSC - KPSC	"Photo Survey FLT; Battelle, Hanford"			1									0.5	0.5						
2/21/2009	PA34-200T	N7609C	KPSC - KPDT - KALW - KPSC	"ILS 25 @ PDT, Missed & Hold, ILS 20 @ ALW, GPS 30 @ PSC"	H T	3	3				0.8				1.9	1.9	1.9						
2/25/2009	C-172	N426SK	KPSC - KPSC	"John Medica: Review, Pre-Flight, Turns, Climbs, Descents, SL FLT, Steep Turns"			1						1.0			1.0	1.0						
2/27/2009	C-172	N7589D	KPSC - KPSC	"Anthony Primerano: Spin Entry, Spins, Spin Recovery Proc."			1						0.9			0.9	0.9						
2/27/2009	C-172	N426SK	KPSC - KPSC	"John Medica: Turns, Climbs, Descents, S-Turns, Turns around a PT"			1						1.0			1.0	1.0						
3/1/2009	C-182	N1090M	KPSC - KRLD - KPSC	"Craig Cooper: Normal TaLs, Emergency Proc. HP Proc."			8						1.3			1.3	1.3						
3/4/2009	C-172	N2383Q	KPSC - KPSC	"Intro FLT: KEPR, Lets Go Flying! Promo."			1						0.6			0.6	0.6						
3/4/2009	C-182	N1090M	KPSC - KPSC	Scenic FLT Around the Tri-Cities			1									0.5	0.5						
3/4/2009	C-172	N738ST	KPSC - KRLD - KPSC	"Mike Pippins: Steep Turns, SL FLT, Sim. Forced Lndg. S-Turns, Turns around a PT, X-Wind TaLs"			5						1.4			1.4	1.4						
3/6/2009	C-182	N1090M	KPSC - S98 - KRLD - KPSC	"Craig Cooper: HP Proc. Normal TaLs, Go-Arounds, ILS 21R @ PSC"			7						1.6			1.6	1.6						
3/6/2009	BE-S35	N5840S	KPSC - KYKM - KPSC	"Matt Taubman: ILS 27 @ YKM, VOR-A @ YKM, LOC BC @ YKM, Missed, Hold, Short App. TaLs"			4		2.2				2.2			2.2	2.2						
3/8/2009	J3C-65	N6558H	KPSC - KPSC	Wheel X-Wind TaLs			4								0.8		0.8						
3/8/2009	PA34-200T	N7609C	KPSC - KEPH - KPSC	"Justin Wolf: ILS Y @ EAT, GPS 3 @ EPH, ILS 21R @ PSC, Sim. Eng. Failure"			2		2.2		0.7		2.2			2.2	2.2						
3/8/2009	BE-S35	N5840S	KPSC - KRLD - KPSC	"Recurrency, Normal TaLs"			4								0.6	0.6	0.6						
3/11/2009	C-172	N2383Q	KPSC - KPSC	"Andrew Smith: A/C Checkout, SL FLT, Steep Turns, Sim. Emg. Lndg, Go-Around, TaLs"			4						0.9			0.9	0.9						
3/13/2009	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
3/13/2009	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
3/17/2009	C-172	N738ST	KPSC - KPSC	"Jeff Columga: BAI, S-Turns, Turns around a PT, X-Wind TaLs"			3						1.3			1.3	1.3						
3/17/2009	C-182	N1090M	KPSC - KRLD - KPSC	"Craig Cooper: GPS 19 @ RLD, VOR 21R @ PSC, X-Wind TaLs"			2						1.1			1.1	1.1						
3/20/2009	XL2	N638XL	KPSC - KRLD - KPSC	"Liberty XL2 Demo FLT: Steep Turns, SL FLT, Stalls, TaLs"			2									1.1	1.1						
3/24/2009	C-172	N738ST	KPSC - KPSC	"Photo Survey FLT; Battelle, Hanford"			1									0.4	0.4						
3/26/2009	C-172	N738ST	KPSC - KPSC	"Tyler Shurpe: Pre-FLT, Turns, Climbs, Descents, Ground Ref. TaLs"			1						1.1			1.1	1.1						
3/26/2009	C-172	N426SK	KPSC - KPSC	"Wayne Dooley: Area Intro, Steep Turns, Turns around a PT, TaLs"			1						1.3			1.3	1.3						
3/27/2009	C-172	N738ST	KPSC - KRLD - KPSC	"Tyler Shurpe: SL FLT, Stalls, GPS NAV, TaLs"			4						1.2			1.2	1.2						
3/29/2009	C-182	N1090M	KPSC - KPSC	"Craig Cooper: ILS 21R @ PSC, GPS 21R @ PSC, TaLs"			4						1.4			1.4	1.4						
3/29/2009	PA34-200T	N7609C	KPSC - KPSC	"Mitch Coates: Steep Turns, SL FLT, Stalls, TaLs"			4						1.0			1.0	1.0						
3/30/2009	PA34-200T	N7609C	KPSC - KRLD - KPSC	"Mitch Coates: Short TaLs, Drag Demo, Vmc Demo, Engine Shutdown Proc. SE App. Go-Around"			5						1.4			1.4	1.4						
4/1/2009	C-172	N738ST	KPSC - S98 - KRLD - KPSC	"Gloria Sherfey: Tri-City Tour, X-Wind TaLs, Sim. Engine Failure"			9						1.2			1.2	1.2						
4/5/2009	SR-22	N504LM	KPSC - KGEG - KSFF - KGEG - KPSC	"Kevin Heinen: ILS 3 @ GEG, ILS 21R @ SFF, ILS 3 @ GEG, ILS 21R @ PSC, XC Proc. "			4		3.0				3.0			3.0	3.0						
4/5/2009	SR-22	N504LM	KPSC - KALW - KPSC	"Kevin Heinen: ILS 20 @ ALW, GPS 30 @ PSC, XC Proc."			2						1.3			1.3	1.3						
4/6/2009	PA34-200T	N7609C	KPSC - KRLD - KPSC	"Elias Lewis: Short & Normal TaLs, Steep Turns, SL FLT, Stalls, Vmc Demo. SE App."			5						1.6			1.6	1.6						
4/7/2009	C-182	N1090M	KPSC - KPSC	"Photo Survey FLT; Perma Fix, Hanford"			1									0.5	0.5						
4/7/2009	PA28R-200	N56211	KPSC - KRLD - KPSC	"Milon Meyer: Complex Review, Steep Turns, SL FLT, Stalls, Normal TaLs, Go-Around"			5						1.1			1.1	1.1						
4/10/2009	PA28R-200	N56211	KPSC - KRLD - KPSC	"Milon Meyer: Ground Ref. Manuevers, Emg. Gear Ext. Normal TaLs, Pwr Off 180, Go-Around"			5						1.4			1.4	1.4						
4/12/2009	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
4/12/2009	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
4/14/2009	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
4/14/2009	SR-22	N504LM	KPSC - KRLD - KPSC	"Kevin Heinen: LOC 19 @ RLD, GPS 26 @ RLD, GPS 12 @ PSC, Hold"			2						1.6			1.6	1.6						
4/15/2009	C-172	N2383Q	KPSC - KMWH - KPSC	"Will Saltiel-Gracian: IPC Incomplete, ILS 32R @ MWH, VOR-1 14L @ MWH"			2		2.3				2.3			2.3	2.3						
4/16/2009	PA34-200T	N7609C	KPSC - KRLD - KPSC	"Elias Lewis: Short TaLs, Engine Shutdown & Restart, LOC 19 @ RLD"			3						1.6			1.6	1.6						
4/17/2009	C-182	N1090M	KPSC - KRLD - KPSC	"James Franz: HP Proc. GPS Ops. LOC 19 @ RLD x 2, Normal TaLs"			5						1.2			1.2	1.2						
4/17/2009	PA34-200T	N7609C	KPSC - KPSC	"Mitch Coates: MEI Manuevers, SL FLT, Stalls, Steep Turns, Drag Demo, TaLs"			1						1.0			1.0	1.0						
4/20/2009	PA34-200T	N7609C	KPSC - KPSC	Mx FLT: SE Ops. TaLs			1									0.6	0.6						
4/20/2009	C-172	N738ST	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
4/21/2009	C-182	N1090M	KPSC - KRLD - KPSC	"James Franz: GPS 19 @ RLD, GPS 26 @ RLD, Circle to Land, Hold"			2						1.1			1.1	1.1						
4/29/2009	C-172	N2383Q	KPSC - S40 - 1S5 - KPSC	Joe Pedalino: XC Proc. FLT to Prosser & Sunnyside			5						1.4			1.4	1.4						
4/30/2009	C-172	N738ST	KPSC - KPSC	"Mark Ritchie: LOC 21R @ PSC x2, ILS 21R @ PSC, Published Missed & Hold"			1						1.3			1.3	1.3						
4/30/2009	C-172	N738ST	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
5/1/2009	C-172	N738ST	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
5/1/2009	C-182	N1090M	KPSC - KRLD - KPSC	"James Franz: GPS 26 @ RLD, GPS 21R @ PSC, GPS 30 @ PSC, TaLs"			2						1.5			1.5	1.5						
5/3/2009	PA34-200T	N7609C	KPSC - KRLD - KPSC	"LOC 19 RLD, GPS 26 RLD, Hold, ILS 21R PSC x2, (1 Eng. Out)"	H T	4	3					1.1			1.5	1.5	1.5						
5/4/2009	C-172	N738ST	KPSC - KPSC	"Will MacHugh: Steep Turns, SL FLT, Stalls, Sim. Forced Lndg.   S-Turns, Turns around a PT, TaLs"			4						1.4			1.4	1.4						
5/4/2009	C-172	N738ST	KPSC - KPSC	Intro FLT; Landings			1						0.4			0.4	0.4						
5/4/2009	PA34-200T	N7609C	KPSC - KRLD - KPSC	"Elias Lewis: GPS 19 @ RLD, ILS 21R @ PSC, GPS 12 @ PSC, TaLs"			2						1.5			1.5	1.5						
5/6/2009	C-172	N426SK	KPSC - KRLD - KPSC	"Will MacHugh: S-Turns, Turns around a PT, Diversion, Short & Soft TaLs"			6						1.4			1.4	1.4						
5/6/2009	C-172	N426SK	KPSC - KPSC	"Scott Hymas: Steep Turns, SL FLT, S-Turns, Turns around a PT, TaLs"			4						1.2			1.2	1.2						
5/10/2009	PA34-200T	N7609C	KPSC - KRLD - KPSC	"LOC 19 @ RLD, ILS 21R - F. Proc./P. Panel @ PSC, RNAV 30 @ PSC, Hold"	H T	3	5					1.1			1.5	1.5	1.5						
5/13/2009	C-172	N426SK	KPSC - KPSC	"Will MacHugh: SL FLT, Steep Turns, Stalls, Sim. Forced Lndg.   S-Turns, Turns around a PT, TaLs"			5						1.5			1.5	1.5						
5/18/2009	C-172	N738ST	KPSC - KPSC	"Will MacHugh: Normal & X-Wind TaLs, Go-Arounds"			3						0.4			0.4	0.4						
5/20/2009	C-172	N426SK	KPSC - S40 - KPSC	"Will MacHugh: XC Proc. Diversion Proc. Short & Soft TaLs, X-Wind TaLs"			6						1.4			1.4	1.4						
5/20/2009	C-172	N738ST	KPSC - KPSC	"Will Saltiel-Gracian: ILS 21R @ PSC, GPS 21R @ PSC, Hold, VOR 21R @ PSC"			2						1.6			1.6	1.6						
5/20/2009	C-172	N738ST	KPSC - KPSC	Randy Watson: Normal & X-Wind TaLs			7						1.0			1.0	1.0						
5/21/2009	BE-S35	N5840S	KPSC - KPSC	"Lonnie Blasdel: 90 Day Currency, Normal & X-Wind TaLs"			3						0.5			0.5	0.5						
5/21/2009	C-172	N738ST	KPSC - KRLD - KPSC	"Scot Hymas: Normal & X-Wind TaLs, Go-Arounds"			8						1.2			1.2	1.2						
5/26/2009	C-172	N426SK	KPSC - KPSC	"Scot Hymas: Steep Turns, SL FLT, Stalls, Sim. Forced Lndg. Ground Ref. TaLs"			4						1.3			1.3	1.3						
5/26/2009	C-172	N426SK	KPSC - KRLD - KPSC	"Will Saltiel-Gracian: LOC 19 @ RLD, ILS 21R @ PSC, VOR 30 @ PSC, Circle to Land, TaLs"			2						1.5			1.5	1.5						
5/27/2009	C-172	N426SK	KPSC - KPSC	Scenic FLT Around the Tri-Cities			2									0.6	0.6						
5/27/2009	C-172	N426SK	KPSC - KPSC	"Photo Survey FLT; Battelle, Hanford"			1									0.5	0.5						
5/28/2009	C-172	N426SK	KPSC - KPSC	Photo Survey FLT; Walla Walla Mall			1									1.1	1.1						
5/28/2009	C-172	N738ST	KPSC - KALW - KPSC	"Will Saltiel-Gracian: ILS 20 @ ALW x2, GPS 30 @ PSC, Partial Panel, Hold"			3						1.8			1.8	1.8						
5/28/2009	C-172	N738ST	KPSC - KRLD - S40 - KPSC	"Dave Greenaway: XC Proc. Climbs, Turns, Descents, TaLs, Go-Arounds"			6						1.5			1.5	1.5						
5/29/2009	C-172	N426SK	KPSC - KPSC	"Jim Rolph: Pre-FLT, Turns, Climbs, Descents, SL FLT, Stalls, Steep Turns"			1						1.2			1.2	1.2						
5/31/2009	BE-S35	N5840S	KPSC - KMWH - KPSC	"Justin Wolf: ILS 32R @ MWH, VOR-1 14L @ MWH, LOC 21R @ PSC, Partial Panel"			2		1.4				1.4			1.4	1.4						
6/4/2009	C-182	N1090M	KPSC - KPSC	"Photo Survey FLT; Hermiston, OR; WA Side"			1									1.1	1.1						
6/5/2009	C-172	N426SK	KPSC - KRLD - KPSC	"Scot Hymas: BAI, VOR-NAV, X-C Proc. Normal & X-Wind TaLs"			7						1.3			1.3	1.3						
6/7/2009	C-172	N426SK	KPSC - KPSC	"Jim Rolph: Turns, Climbs, Descents, SL FLT, Sim. Emergency Frcd. Lndg."			1						1.2			1.2	1.2						
6/7/2009	C-172	N738ST	KPSC - KRLD - S40 - KRLD - KPSC	"Night Currency, X-C Proc. Pilotage, Normal & X-Wind TaLs"				6		1.4				1.4		1.4	1.4						
6/8/2009	C-172	N738ST	KPSC - 1S5 - KPSC	"Gerald Woodcock: BFR Complete, X-C Proc. Diversion, GPS Proc. TaLs"			2						1.3			1.3	1.3						
6/8/2009	C-172	N426SK	KPSC - S40 - KPSC	"Photo Survey FLT; Prosser Chevron, Winery District"			3									1.1	1.1						
6/8/2009	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
6/9/2009	C-172	N738ST	KPSC - S40 - KPSC	"Scot Hymas: X-C Proc. Uncontrolled Field Proc. Go-Around, TaLs"			6						1.4			1.4	1.4						
6/9/2009	C-182RG	N3183C	KPSC - KRLD - KPSC	"Doug Overturf: BAI, Partial Panel, VOR & LOC Tracking, LOC 19 @ RLD, ILS 21R @ PSC, Circle to Land"			2						1.4			1.4	1.4						
6/10/2009	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
6/11/2009	C-172	N738ST	KPSC - KPSC	"Scot Hymas: Normal & X-Wind TaLs, Pattern Proc."			8						1.2			1.2	1.2						
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
